"Consumer Price Index for All Income Households by Commodity Group (2018=100): January 2018 - July 2023"

"Geolocation","Commodity Description","2018 Ave","2019 Ave","2020 Ave","2021 Ave","2022 Ave","2023 Ave"
"PHILIPPINES","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,101.6500000000000,104.5833333333330,108.9500000000000,115.3250000000000,..
"PHILIPPINES","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,111.9500000000000,129.1583333333330,141.6916666666670,152.9250000000000,..
"PHILIPPINES","03 - CLOTHING AND FOOTWEAR",100.0000000000000,102.6250000000000,104.9916666666670,106.9083333333330,109.6583333333330,..
"PHILIPPINES","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.4666666666670,103.1916666666670,105.8166666666670,112.5833333333330,..
"PHILIPPINES","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,102.9333333333330,106.2166666666670,108.4750000000000,111.9500000000000,..
"PHILIPPINES","06 - HEALTH",100.0000000000000,104.0166666666670,108.0750000000000,112.1750000000000,115.1166666666670,..
"PHILIPPINES","07 - TRANSPORT",100.0000000000000,101.1500000000000,102.7000000000000,112.2666666666670,126.7416666666670,..
"PHILIPPINES","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.3583333333330,100.8666666666670,101.4916666666670,102.0916666666670,..
"PHILIPPINES","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,103.4583333333330,104.5083333333330,104.8166666666670,107.2166666666670,..
"PHILIPPINES","10 - EDUCATION SERVICES",100.0000000000000,103.8583333333330,105.9250000000000,106.8833333333330,108.8250000000000,..
"PHILIPPINES","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,103.5166666666670,105.6916666666670,109.4083333333330,113.8500000000000,..
"PHILIPPINES","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,132.4750000000000,143.3000000000000,..
"PHILIPPINES","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,102.3750000000000,104.7916666666670,107.1833333333330,110.3916666666670,..
"..National Capital Region (NCR)","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,102.4333333333330,106.0083333333330,109.6083333333330,115.5750000000000,..
"..National Capital Region (NCR)","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,105.3416666666670,115.2166666666670,124.8500000000000,132.8583333333330,..
"..National Capital Region (NCR)","03 - CLOTHING AND FOOTWEAR",100.0000000000000,101.7833333333330,102.8916666666670,103.7416666666670,105.4916666666670,..
"..National Capital Region (NCR)","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.1750000000000,101.3916666666670,103.3083333333330,108.0416666666670,..
"..National Capital Region (NCR)","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,101.7583333333330,105.4500000000000,106.7416666666670,110.1000000000000,..
"..National Capital Region (NCR)","06 - HEALTH",100.0000000000000,101.9166666666670,103.9833333333330,106.2250000000000,107.7166666666670,..
"..National Capital Region (NCR)","07 - TRANSPORT",100.0000000000000,101.2083333333330,102.1583333333330,108.6083333333330,123.0250000000000,..
"..National Capital Region (NCR)","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.3000000000000,100.5250000000000,100.8333333333330,101.1250000000000,..
"..National Capital Region (NCR)","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,102.0250000000000,102.2833333333330,101.8333333333330,103.3250000000000,..
"..National Capital Region (NCR)","10 - EDUCATION SERVICES",100.0000000000000,104.4333333333330,106.3250000000000,106.5583333333330,110.0833333333330,..
"..National Capital Region (NCR)","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,103.9416666666670,105.7000000000000,108.0166666666670,113.5333333333330,..
"..National Capital Region (NCR)","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,134.5000000000000,146.0000000000000,..
"..National Capital Region (NCR)","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,101.7833333333330,103.8750000000000,105.5416666666670,107.7416666666670,..
"..Areas Outside National Capital Region (NCR)","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,101.5166666666670,104.3166666666670,108.8416666666670,115.2833333333330,..
"..Areas Outside National Capital Region (NCR)","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,113.3500000000000,132.1000000000000,145.2500000000000,157.1916666666670,..
"..Areas Outside National Capital Region (NCR)","03 - CLOTHING AND FOOTWEAR",100.0000000000000,102.7916666666670,105.4250000000000,107.5500000000000,110.5250000000000,..
"..Areas Outside National Capital Region (NCR)","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.5583333333330,103.8333333333330,106.6916666666670,114.1916666666670,..
"..Areas Outside National Capital Region (NCR)","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,103.2416666666670,106.4250000000000,108.9416666666670,112.4416666666670,..
"..Areas Outside National Capital Region (NCR)","06 - HEALTH",100.0000000000000,104.4333333333330,108.8583333333330,113.3416666666670,116.5583333333330,..
"..Areas Outside National Capital Region (NCR)","07 - TRANSPORT",100.0000000000000,101.1333333333330,102.8083333333330,113.0666666666670,127.5750000000000,..
"..Areas Outside National Capital Region (NCR)","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.3833333333330,101.0166666666670,101.7500000000000,102.4500000000000,..
"..Areas Outside National Capital Region (NCR)","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,103.7666666666670,104.9916666666670,105.4500000000000,108.0666666666670,..
"..Areas Outside National Capital Region (NCR)","10 - EDUCATION SERVICES",100.0000000000000,103.6500000000000,105.8166666666670,106.9833333333330,108.4000000000000,..
"..Areas Outside National Capital Region (NCR)","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,103.3500000000000,105.6916666666670,109.9333333333330,113.9750000000000,..
"..Areas Outside National Capital Region (NCR)","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,132.0250000000000,142.7000000000000,..
"..Areas Outside National Capital Region (NCR)","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,102.5250000000000,105.0000000000000,107.5833333333330,111.0333333333330,..
"..Cordillera Administrative Region (CAR)","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,100.5083333333330,103.4000000000000,108.6666666666670,115.0833333333330,..
"..Cordillera Administrative Region (CAR)","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,108.4833333333330,118.3250000000000,128.9583333333330,139.3083333333330,..
"..Cordillera Administrative Region (CAR)","03 - CLOTHING AND FOOTWEAR",100.0000000000000,104.4083333333330,108.2583333333330,111.0416666666670,114.2750000000000,..
"..Cordillera Administrative Region (CAR)","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,103.4083333333330,104.9750000000000,107.6833333333330,113.2916666666670,..
"..Cordillera Administrative Region (CAR)","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,103.4000000000000,106.1750000000000,108.6833333333330,111.3416666666670,..
"..Cordillera Administrative Region (CAR)","06 - HEALTH",100.0000000000000,106.0666666666670,108.3750000000000,110.4750000000000,113.4083333333330,..
"..Cordillera Administrative Region (CAR)","07 - TRANSPORT",100.0000000000000,101.0166666666670,98.2166666666667,104.4583333333330,126.8416666666670,..
"..Cordillera Administrative Region (CAR)","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.1000000000000,101.0916666666670,101.5416666666670,101.8500000000000,..
"..Cordillera Administrative Region (CAR)","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,103.8500000000000,105.4916666666670,106.0666666666670,109.1750000000000,..
"..Cordillera Administrative Region (CAR)","10 - EDUCATION SERVICES",100.0000000000000,103.8833333333330,106.4000000000000,106.7750000000000,107.6250000000000,..
"..Cordillera Administrative Region (CAR)","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,103.3916666666670,107.1750000000000,114.8333333333330,122.7666666666670,..
"..Cordillera Administrative Region (CAR)","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,129.4000000000000,139.2000000000000,..
"..Cordillera Administrative Region (CAR)","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,103.0750000000000,105.9916666666670,108.5250000000000,112.3750000000000,..
"....Abra","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,101.3083333333330,103.2083333333330,105.7333333333330,108.9833333333330,..
"....Abra","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,113.4000000000000,128.6666666666670,145.9250000000000,155.8583333333330,..
"....Abra","03 - CLOTHING AND FOOTWEAR",100.0000000000000,103.9916666666670,105.6083333333330,107.7666666666670,108.3666666666670,..
"....Abra","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,105.3250000000000,107.5583333333330,108.4250000000000,119.8250000000000,..
"....Abra","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,102.3916666666670,105.0083333333330,107.9916666666670,110.7500000000000,..
"....Abra","06 - HEALTH",100.0000000000000,105.0833333333330,107.5833333333330,110.9916666666670,115.2583333333330,..
"....Abra","07 - TRANSPORT",100.0000000000000,103.6000000000000,100.8583333333330,105.4666666666670,123.9333333333330,..
"....Abra","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.1000000000000,100.1000000000000,100.1750000000000,100.3000000000000,..
"....Abra","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,109.5083333333330,113.2250000000000,112.0916666666670,113.8666666666670,..
"....Abra","10 - EDUCATION SERVICES",100.0000000000000,103.9333333333330,105.4000000000000,105.4000000000000,105.4000000000000,..
"....Abra","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,104.3250000000000,113.8166666666670,128.0750000000000,134.8916666666670,..
"....Abra","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,145.3000000000000,160.4000000000000,..
"....Abra","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,103.0833333333330,104.6916666666670,107.3833333333330,109.6916666666670,..
"....Benguet","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,97.9833333333334,101.9583333333330,108.1750000000000,117.5666666666670,..
"....Benguet","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,105.3583333333330,110.2166666666670,115.4500000000000,123.5666666666670,..
"....Benguet","03 - CLOTHING AND FOOTWEAR",100.0000000000000,103.7666666666670,105.9166666666670,108.3083333333330,113.1250000000000,..
"....Benguet","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.6000000000000,102.9833333333330,106.0750000000000,110.9500000000000,..
"....Benguet","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,102.8333333333330,104.6750000000000,106.5083333333330,108.9333333333330,..
"....Benguet","06 - HEALTH",100.0000000000000,105.6500000000000,106.5166666666670,108.2833333333330,111.7416666666670,..
"....Benguet","07 - TRANSPORT",100.0000000000000,100.4166666666670,97.5750000000000,106.7750000000000,137.2333333333330,..
"....Benguet","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.0000000000000,101.3500000000000,102.2666666666670,103.1500000000000,..
"....Benguet","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,103.1500000000000,103.2833333333330,103.1500000000000,107.0583333333330,..
"....Benguet","10 - EDUCATION SERVICES",100.0000000000000,103.0833333333330,105.5333333333330,105.6166666666670,105.6333333333330,..
"....Benguet","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,102.0750000000000,104.6583333333330,110.0166666666670,118.8250000000000,..
"....Benguet","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,134.5000000000000,146.0000000000000,..
"....Benguet","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,103.1083333333330,106.2083333333330,108.7250000000000,114.6250000000000,..
"....Ifugao","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,102.7500000000000,104.4000000000000,110.7250000000000,111.3083333333330,..
"....Ifugao","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,106.8083333333330,113.8000000000000,120.8833333333330,126.8750000000000,..
"....Ifugao","03 - CLOTHING AND FOOTWEAR",100.0000000000000,105.4750000000000,111.3666666666670,115.1000000000000,121.7416666666670,..
"....Ifugao","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,105.5333333333330,106.5000000000000,110.4833333333330,119.5666666666670,..
"....Ifugao","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,101.2083333333330,104.1666666666670,106.8666666666670,112.0083333333330,..
"....Ifugao","06 - HEALTH",100.0000000000000,109.6583333333330,113.6916666666670,115.8666666666670,120.4583333333330,..
"....Ifugao","07 - TRANSPORT",100.0000000000000,105.3416666666670,104.0583333333330,109.7833333333330,130.0500000000000,..
"....Ifugao","08 - INFORMATION AND COMMUNICATION",100.0000000000000,99.8500000000000,100.0000000000000,100.0000000000000,100.0000000000000,..
"....Ifugao","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,108.5416666666670,112.3250000000000,113.0666666666670,118.6166666666670,..
"....Ifugao","10 - EDUCATION SERVICES",100.0000000000000,104.1666666666670,106.8333333333330,107.1000000000000,108.5666666666670,..
"....Ifugao","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,103.9250000000000,106.8000000000000,117.5083333333330,132.2916666666670,..
"....Ifugao","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,100.0000000000000,100.0000000000000,..
"....Ifugao","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,102.6000000000000,105.9750000000000,107.9083333333330,110.5333333333330,..
"....Kalinga","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,102.0416666666670,104.8083333333330,110.3500000000000,114.7166666666670,..
"....Kalinga","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,113.8083333333330,130.7666666666670,145.4833333333330,160.1166666666670,..
"....Kalinga","03 - CLOTHING AND FOOTWEAR",100.0000000000000,104.4666666666670,109.9750000000000,113.8583333333330,117.4166666666670,..
"....Kalinga","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.5666666666670,102.5333333333330,104.5250000000000,112.3500000000000,..
"....Kalinga","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,109.9333333333330,117.4916666666670,119.7083333333330,121.8666666666670,..
"....Kalinga","06 - HEALTH",100.0000000000000,113.3500000000000,117.5166666666670,121.4250000000000,128.5666666666670,..
"....Kalinga","07 - TRANSPORT",100.0000000000000,99.4416666666667,93.8750000000000,98.7583333333333,122.9166666666670,..
"....Kalinga","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.3833333333330,101.2833333333330,101.4250000000000,101.8500000000000,..
"....Kalinga","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,104.8083333333330,107.4000000000000,108.4416666666670,111.6250000000000,..
"....Kalinga","10 - EDUCATION SERVICES",100.0000000000000,113.4000000000000,122.2000000000000,122.2000000000000,123.6333333333330,..
"....Kalinga","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,105.8750000000000,107.7250000000000,121.7750000000000,136.7666666666670,..
"....Kalinga","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,134.5000000000000,146.0000000000000,..
"....Kalinga","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,103.1666666666670,106.4750000000000,109.8166666666670,112.9916666666670,..
"....Mountain Province","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,103.1083333333330,105.0833333333330,109.3583333333330,114.9833333333330,..
"....Mountain Province","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,109.8833333333330,125.8083333333330,147.7916666666670,160.1333333333330,..
"....Mountain Province","03 - CLOTHING AND FOOTWEAR",100.0000000000000,100.8750000000000,106.0833333333330,110.7250000000000,116.3000000000000,..
"....Mountain Province","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,105.3583333333330,112.1416666666670,116.4250000000000,132.9833333333330,..
"....Mountain Province","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,104.2500000000000,110.6416666666670,119.1916666666670,124.6000000000000,..
"....Mountain Province","06 - HEALTH",100.0000000000000,101.4916666666670,103.8666666666670,106.9333333333330,108.4333333333330,..
"....Mountain Province","07 - TRANSPORT",100.0000000000000,100.1750000000000,97.1583333333333,107.5833333333330,127.9083333333330,..
"....Mountain Province","08 - INFORMATION AND COMMUNICATION",100.0000000000000,99.8833333333333,99.1666666666667,99.2083333333334,99.6166666666667,..
"....Mountain Province","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,100.7083333333330,103.3750000000000,105.3416666666670,106.2500000000000,..
"....Mountain Province","10 - EDUCATION SERVICES",100.0000000000000,104.1333333333330,104.9666666666670,105.3000000000000,105.0916666666670,..
"....Mountain Province","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,107.9000000000000,120.9083333333330,131.6250000000000,146.7000000000000,..
"....Mountain Province","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,100.0000000000000,100.0000000000000,..
"....Mountain Province","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,102.6916666666670,107.6250000000000,112.3750000000000,115.4750000000000,..
"....Apayao","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,104.7583333333330,104.7500000000000,105.9916666666670,108.8500000000000,..
"....Apayao","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,106.1666666666670,117.6583333333330,134.6250000000000,147.4083333333330,..
"....Apayao","03 - CLOTHING AND FOOTWEAR",100.0000000000000,104.2250000000000,109.5250000000000,113.6500000000000,114.3583333333330,..
"....Apayao","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.9833333333330,104.6166666666670,108.5666666666670,122.9333333333330,..
"....Apayao","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,103.2083333333330,107.3166666666670,110.7083333333330,113.9750000000000,..
"....Apayao","06 - HEALTH",100.0000000000000,101.0250000000000,106.3583333333330,111.4250000000000,113.4333333333330,..
"....Apayao","07 - TRANSPORT",100.0000000000000,100.7333333333330,97.7416666666667,101.7000000000000,130.3666666666670,..
"....Apayao","08 - INFORMATION AND COMMUNICATION",100.0000000000000,103.1583333333330,102.3250000000000,102.0750000000000,102.5750000000000,..
"....Apayao","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,103.5583333333330,108.0000000000000,112.9750000000000,128.0750000000000,..
"....Apayao","10 - EDUCATION SERVICES",100.0000000000000,103.0666666666670,106.0333333333330,109.5000000000000,109.4000000000000,..
"....Apayao","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,106.6833333333330,114.7000000000000,121.4583333333330,134.2166666666670,..
"....Apayao","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,134.5000000000000,146.0000000000000,..
"....Apayao","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,104.0416666666670,107.7083333333330,112.2666666666670,114.2416666666670,..
"....City of Baguio","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,98.8083333333333,102.7916666666670,109.3083333333330,119.2666666666670,..
"....City of Baguio","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,106.3416666666670,112.1500000000000,117.5166666666670,128.7000000000000,..
"....City of Baguio","03 - CLOTHING AND FOOTWEAR",100.0000000000000,105.9166666666670,110.3833333333330,112.2833333333330,113.1750000000000,..
"....City of Baguio","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,103.3250000000000,105.4583333333330,108.0000000000000,110.6166666666670,..
"....City of Baguio","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,102.7250000000000,104.0916666666670,105.7916666666670,107.4583333333330,..
"....City of Baguio","06 - HEALTH",100.0000000000000,105.1666666666670,107.8416666666670,109.0333333333330,109.9750000000000,..
"....City of Baguio","07 - TRANSPORT",100.0000000000000,100.5333333333330,98.2916666666667,102.6500000000000,118.4000000000000,..
"....City of Baguio","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.0000000000000,101.3083333333330,101.7500000000000,101.7583333333330,..
"....City of Baguio","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,102.8833333333330,104.3416666666670,105.0750000000000,106.8083333333330,..
"....City of Baguio","10 - EDUCATION SERVICES",100.0000000000000,103.5166666666670,105.6166666666670,106.1333333333330,107.4000000000000,..
"....City of Baguio","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,102.1000000000000,104.8583333333330,107.9083333333330,109.4000000000000,..
"....City of Baguio","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,126.5500000000000,135.4000000000000,..
"....City of Baguio","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,103.0416666666670,105.5833333333330,107.2666666666670,111.1250000000000,..
"..Region I (Ilocos Region)","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,102.2083333333330,105.9416666666670,110.6750000000000,116.1416666666670,..
"..Region I (Ilocos Region)","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,105.8583333333330,122.9916666666670,136.2416666666670,143.9000000000000,..
"..Region I (Ilocos Region)","03 - CLOTHING AND FOOTWEAR",100.0000000000000,102.9750000000000,106.4666666666670,109.0666666666670,112.6166666666670,..
"..Region I (Ilocos Region)","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,102.8000000000000,103.9583333333330,106.1416666666670,116.0916666666670,..
"..Region I (Ilocos Region)","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,101.2250000000000,102.2666666666670,104.4416666666670,108.7500000000000,..
"..Region I (Ilocos Region)","06 - HEALTH",100.0000000000000,102.0166666666670,104.8083333333330,108.4500000000000,113.5833333333330,..
"..Region I (Ilocos Region)","07 - TRANSPORT",100.0000000000000,99.6166666666667,98.7416666666667,108.7583333333330,124.8333333333330,..
"..Region I (Ilocos Region)","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.1000000000000,100.1166666666670,100.4416666666670,101.0750000000000,..
"..Region I (Ilocos Region)","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,101.3416666666670,101.9833333333330,104.4000000000000,108.3833333333330,..
"..Region I (Ilocos Region)","10 - EDUCATION SERVICES",100.0000000000000,105.4833333333330,108.8750000000000,110.0000000000000,111.1500000000000,..
"..Region I (Ilocos Region)","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,103.2250000000000,105.4833333333330,108.0833333333330,110.2416666666670,..
"..Region I (Ilocos Region)","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,134.5000000000000,146.0000000000000,..
"..Region I (Ilocos Region)","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,100.8750000000000,103.0583333333330,105.9666666666670,110.2750000000000,..
"....Ilocos Norte","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,102.8083333333330,104.4833333333330,107.9000000000000,117.6083333333330,..
"....Ilocos Norte","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,103.3583333333330,111.1416666666670,120.7166666666670,127.1500000000000,..
"....Ilocos Norte","03 - CLOTHING AND FOOTWEAR",100.0000000000000,106.4500000000000,113.3083333333330,114.8833333333330,119.2166666666670,..
"....Ilocos Norte","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,104.6333333333330,111.6416666666670,113.9833333333330,123.3166666666670,..
"....Ilocos Norte","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,102.3333333333330,104.1083333333330,105.3500000000000,106.6916666666670,..
"....Ilocos Norte","06 - HEALTH",100.0000000000000,101.4416666666670,105.2416666666670,107.7916666666670,113.3666666666670,..
"....Ilocos Norte","07 - TRANSPORT",100.0000000000000,101.3500000000000,97.7166666666667,106.7250000000000,123.5916666666670,..
"....Ilocos Norte","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.2000000000000,100.2000000000000,100.4000000000000,100.4166666666670,..
"....Ilocos Norte","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,100.6000000000000,101.3750000000000,102.5333333333330,105.1250000000000,..
"....Ilocos Norte","10 - EDUCATION SERVICES",100.0000000000000,104.0333333333330,106.9000000000000,106.9000000000000,107.1333333333330,..
"....Ilocos Norte","11 - RESTAURANTS AND ACCOMMODATION SERVICES",100.0000000000000,100.1000000000000,103.6500000000000,103.8583333333330,104.9750000000000,..
"....Ilocos Norte","12 - FINANCIAL SERVICES",100.0000000000000,100.0000000000000,100.0000000000000,134.5000000000000,146.0000000000000,..
"....Ilocos Norte","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",100.0000000000000,100.7333333333330,108.0583333333330,114.7166666666670,118.5583333333330,..
"....Ilocos Sur","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",100.0000000000000,101.0166666666670,106.5333333333330,110.5333333333330,116.7166666666670,..
"....Ilocos Sur","02 - ALCOHOLIC BEVERAGES AND TOBACCO",100.0000000000000,104.5583333333330,108.7083333333330,120.8500000000000,128.9250000000000,..
"....Ilocos Sur","03 - CLOTHING AND FOOTWEAR",100.0000000000000,102.3916666666670,104.9083333333330,108.9166666666670,114.0583333333330,..
"....Ilocos Sur","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",100.0000000000000,105.0250000000000,106.5916666666670,109.2250000000000,124.5083333333330,..
"....Ilocos Sur","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.0000000000000,100.7333333333330,102.9833333333330,106.6333333333330,113.6416666666670,..
"....Ilocos Sur","06 - HEALTH",100.0000000000000,100.5000000000000,104.8000000000000,111.1583333333330,118.8583333333330,..
"....Ilocos Sur","07 - TRANSPORT",100.0000000000000,99.3083333333334,97.2916666666667,111.4750000000000,131.3166666666670,..
"....Ilocos Sur","08 - INFORMATION AND COMMUNICATION",100.0000000000000,100.0000000000000,100.6000000000000,100.6000000000000,100.7083333333330,..
"....Ilocos Sur","09 - RECREATION, SPORT AND CULTURE",100.0000000000000,100.6000000000000,100.9666666666670,102.7000000000000,104.9000000000000,..
